cas_actor1,cas_actor2,cas_actor3,cas_actor4,cas_actor5,cas_actor6,cas_actor7,cas_actor8,cas_actor9,cas_actor10,crew_Director,id
,,,,,,,,,,Gary Lennon,14062
Pamela Franklin,Michele Dotrice,Sandor Elès,John Nettleton,Clare Kelly,Hana Maria Pravda,John Franklyn,Claude Bertrand,Jean Carmet,,Robert Fuest,51992
Josefin Neldén,Cecilia Wallin,Malin Morgan,Johanna Strömberg,Joel Kinnaman,Kjell Bergqvist,Morgan Alling,Ralph Carlsson,Markus Holmberg,Fyr Thorwald,Ulf Malmros,49717
,,,,,,,,,,Uwe Boll,2312
,,,,,,,,,,Michael Radford,13195
Norma Aleandro,Norma Argentina ,Marcos Mundstock,Claudia Lapacó,Elsa Berenguer,,,,,,Jorge Gaggero,78705
Kim Rossi Stuart,Barbora Bobuľová,Alessandro Morace,Marta Nobili,,,,,,,Kim Rossi Stuart,30535
,,,,,,,,,,Matt Reeves,7191
Diane Keaton,Queen Latifah,Katie Holmes,Ted Danson,Roger Cross,Stephen Root,J.C. MacKenzie,Christopher McDonald,Finesse Mitchell,,Callie Khouri,12085
,,,,,,,,,,Po-Chih Leong,24624
,,,,,,,,,,Marco Kreuzpaintner,4170
Samuel L. Jackson,Ed Harris,Eva Mendes,Luis Guzmán,Keke Palmer,Maggie Lawson,Jose Pablo Cantillo,Robert Forster,Desi Page,Terry Milam,Renny Harlin,13252
Joanne Woodward,James Olson,Kate Harrington,Estelle Parsons,Donald Moffat,Terry Kiser,Frank Corsaro,Bernard Barrow,Geraldine Fitzgerald,,Paul Newman,42635
,,,,,,,,,,Adam Green,11908
Jessica Simpson,Luke Wilson,Rachael Leigh Cook,Penelope Ann Miller,Andy Dick,Larry Miller,Willie Nelson,Penny Marshall,,,Scott Marshall Smith,15017
,,,,,,,,,,Alan Rudolph,86241
,,,,,,,,,,Tony Giglio,8875
Ian Somerhalder,David Strathairn,Cassidy Hinkle,,,,,,,,,37780
Zoe Lister-Jones,Francis Benhamou,,,,,,,,,Diane Crespo,18290
,,,,,,,,,,Frank A. Cappello,10247
,,,,,,,,,,Jack Conway,43604
,,,,,,,,,,Vincent Sherman,3575
,,,,,,,,,,Gene Kelly,28303
Lon Chaney,Bernard Siegel,Loretta Young,Nils Asther,Cissy Fitzgerald,Gwen Lee,,,,,Herbert Brenon,27507
,,,,,,,,,,John Ford,71068
Buck Jones,Helen Ferguson,George Stone,Duke R. Lee,William Buckley,,,,,,John Ford,111747
,,,,,,,,,,John Ford,32716
,,,,,,,,,,Haruki Kadokawa,41845
,,,,,,,,,,Tatsuo Satō,25078
,,,,,,,,,,Mamoru Hosoda,14069
Macaulay Culkin,Kuno Becker,Eliza Dushku,Alexis Dziena,,,,,,,Miles Brandman,15053
,,,,,,,,,,Roman Polanski,81522
,,,,,,,,,,Eric Valette,6933
,,,,,,,,,,David E. Talbert,14423
,,,,,,,,,,Gregory Hoblit,8090
,,,,,,,,,,Sylvester Stallone,7555
Rutina Wesley,Dwain Murphy,Boyd Banks,Clé Bennett,Nina Dobrev,Tristan D. Lalla,Shawn Desman,Romina D'Ugo,,,Ian Iqbal Rashid,16988
Sean Maguire,Carmen Electra,Ken Davitian,Kevin Sorbo,Diedrich Bader,Method Man,Ike Barinholtz,Lauren Walsh,Tiffany Haddish,Travis Van Winkle,Aaron Seltzer,7278
,,,,,,,,,,Xavier Palud,9030
,,,,,,,,,,Fred Wolf,14220
,,,,,,,,,,Jeff Lowell,13160
,,,,,,,,,,Tomek Baginski,27357
Rüdiger Vogler,Hanns Zischler,Lisa Kreuzer,Rudolf Schündler,Marquard Bohm,Hans Dieter Trayer,Franziska Stömmer,Patric Kreuzer,Wim Wenders,,Wim Wenders,10834
Anessa Ramsey,Justin Welborn,AJ Bowen,Scott Poythress,Sahr Ngaujah,Lindsey Garrett,Chad McKnight,Christopher Thomas,Matthew Stanton,Suehyla El-Attar,Jacob Gentry,13059
,,,,,,,,,,Guillermo del Toro,11253
,,,,,,,,,,Robert Day,58470
,,,,,,,,,,Robert Cary,38007
,,,,,,,,,,Martin McDonagh,8321
Anthony Quinn,Oskar Werner,Laurence Olivier,Vittorio De Sica,David Janssen,Leo McKern,John Gielgud,Barbara Jefford,Rosemary Dexter,Frank Finlay,Michael Anderson,17665
Jean-Paul Belmondo,Françoise Dorléac,Jean Servais,Simone Renant,Adolfo Celi,Roger Dumas,Daniel Ceccaldi,Ubiracy De Oliveira,Milton Ribeiro,Lucien Raimbourg,Philippe de Broca,4034
Peter Greene,Alice Levitt,Megan Owen,Jennifer MacDonald,Molly Castelloe,Robert Albert,J. Dixon Byrne,,,,Lodge Kerrigan,1479
,,,,,,,,,,Maurice Pialat,2282
Michael Redgrave,Barbara Mullen,James Mason,Lilli Palmer,Finlay Currie,,,,,,Roy Boulting,100526
,,,,,,,,,,Abderrahmane Sissako,62652
,,,,,,,,,,Rainer Werner Fassbinder,53094
Daniel Hendler,Gustavo Garzón,Dolores Fonzi,,,,,,,,Damián Szifrón,244145
,,,,,,,,,,Sandra Werneck,59474
Jacque Fresco,Roxanne Meadows,William Gazecki,Larry King,,,,,,,William Gazecki,19275
,,,,,,,,,,Nadine Labaki,7973
Danny Glover,Rossif Sutherland,Flex Alexander,Laura Regan,K. C. Collins,Hugh Thompson,Dwain Murphy,Maestro,Stephen McHattie,Greg Bryk,Clément Virgo,15020
Sharon D. Allen,Beau Bridges,,,,,,,,,Richard Robbins,34981
,,,,,,,,,,Julian Gilbey,13054
,,,,,,,,,,Julien Temple,18893
Marcia Gay Harden,Griffin Miner,Devon Gearhart,Julie Upton,Joe Pantoliano,Harriet Oser,Marcus Johns,Antony Del Rio,,,Joseph Greco,55294
,,,,,,,,,,Rowland V. Lee,43691
,,,,,,,,,,Michael Ian Black,7839
,,,,,,,,,,John Ford,77245
,,,,,,,,,,Craig R. Baxley,19384
Jess Weixler,John Hensley,Josh Pais,Hale Appleman,Lenny Von Dohlen,Vivienne Benesch,Ashley Springer,,,,Mitchell Lichtenstein,13121
David Carradine,Peter Nelson,Sherilyn Fenn,Michael Shaner,Orlando Sacha,Alfredo Álvarez Calderón,Diana Quijano,Don Manor,Francisco Giraldo,,Luis Llosa,71072
,,,,,,,,,,Jean-Claude Lord,46885
松田龙平,Masanobu Ando,Kiyohiko Shibukawa,Ryo Ishibashi,Jai West,Ken'ichi Endô,Renji Ishibashi,Sohee Park,,,Takashi Miike,13315
,,,,,,,,,,Sion Sono,42041
,,,,,,,,,,Malcolm D. Lee,13490
,,,,,,,,,,Andy Tennant,8676
,,,,,,,,,,Edmund Goulding,43705
,,,,,,,,,,Marshall Lewy,12855
Bono,The Edge,Adam Clayton, Larry Mullen Jr.,,,,,,,Catherine Owens,37003
,,,,,,,,,,Jerry Rothwell,15030
Fridtjov Såheim,Kjersti Holmen,Henrik Mestad,Marian Saastad Ottesen,Kari Simonsen,Kirsti Eline Torhaug,Per Schaaning,,,,Bård Breien,12167
,,,,,,,,,,Noël Coward,28093
,,,,,,,,,,Michael Kang,20520
,,,,,,,,,,Henning Carlsen,76235
,,,,,,,,,,Jerzy Skolimowski,48131
,,,,,,,,,,Doug Liman,8247
Kierston Wareing,Juliet Ellis,Leslaw Zurek,Colin Caughlin,Joe Siffleet,Frank Gilhooley,Davoud Rastgou,David Doyle,Raymond Mearns,Maggie Russell,Ken Loach,7992
,,,,,,,,,,Joe Otting,14105
,,,,,,,,,,Adam Brooks,8390
,,,,,,,,,,Akira Kurosawa,21490
,,,,,,,,,,John Ford,95169
,,,,,,,,,,Jieho Lee,13641
,,,,,,,,,,John Ford,113788
Frank Zieger,Wesley Walker,,,,,,,,,Malik Bader,18652
Michèle Bernard-Requin,,,,,,,,,,Raymond Depardon,125742
,,,,,,,,,,Pete Travis,7461
Freddie Highmore,Mary-Louise Parker,Nick Nolte,Sarah Bolger,Andrew McCarthy,Joan Plowright,David Strathairn,Seth Rogen,Martin Short,,Mark Waters,8204
,,,,,,,,,,Jon M. Chu,8328
Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Kulbhushan Kharbanda,Rajesh Vivek,Pramod Moutho,Ila Arun,Surendra Pal,Amitabh Bachchan,,Ashutosh Gowariker,14073
,,,,,,,,,,Andrew Bennison,94009
Lee Jung-jae,Jun Ji-hyun,Kim Mu-saeng,Seung-Yeon Jo,Yun-jae Min,Yun-Yeong Choe,,,,,Lee Hyeon-seung,12650
Spencer Tracy,Claire Luce,Warren Hymer,Humphrey Bogart,William Collier Sr.,Joan Marie Lawes,Ward Bond,Robert Emmet O'Connor,Bob Burns,,John Ford,72602
Pat Healy,Kene Holliday,John Baker,Robert Longstreet,Libertad Green,Rebecca Mader,Tricia Paoluccio,Collette Wolfe,,,Craig Zobel,25919
Larry the Cable Guy,Ivana Miličević,Jenny McCarthy,Yaphet Kotto,Peter Stormare,Eric Roberts,Joe Mantegna,Kurt Naebig,,,Charles Robert Carner,15365
,,,,,,,,,,Justin Chadwick,12184
,,,,,,,,,,Kent Alterman,13260
,,,,,,,,,,David Schwimmer,7942
,,,,,,,,,,Isao Yukisada,36091
George O'Brien,Marion Lessing,Mona Maris,Walter C. Kelly,Warren Hymer,,,,,,John Ford,117001
,,,,,,,,,,Weijun Chen,38052
Brian Keith Allen,Moazzam Begg,Christopher Beiring,Alex Gibney,,,,,,,Alex Gibney,13362
,,,,,,,,,,Robert Sarkies,10844
Eduardo Noriega,Najwa Nimri,Eduard Fernández,Pablo Echarri,Ernesto Alterio,Natalia Verbeke,Adriana Ozores,Carmelo Gómez,,,Marcelo Piñeyro,21043
Richard Pryor,Lonette McKee,Margaret Avery,Morgan Woodward,Marilyn Coleman,,,,,,Michael Schultz,23312
,,,,,,,,,,Jim Strouse,11161
Wesley Snipes,Emma Samms,William Hope,Anthony Warren,Peter Youngblood Hills,Ryan McCluskey,Warren Derosa,Christiaan Haig,,,Marcus Adams,6473
Ken Duken,Regula Grauwiller,Gregor Törzs,Max Herbrechter,Frank Giering,,,,,,Miguel Alexandre,90387
,,,,,,,,,,George Cukor,33034
,,,,,,,,,,Billy Wilder,38804
,,,,,,,,,,Talia Lugacy,21373
,,,,,,,,,,Roger Kumble,13493
,,,,,,,,,,Roland Emmerich,7840
,,,,,,,,,,Roger Donaldson,8848
,,,,,,,,,,Neil Marshall,13460
,,,,,,,,,,Steve Martino,12222
Naomi Watts,Tim Roth,Michael Pitt,Brady Corbet,Devon Gearhart,Boyd Gaines,Robert LuPone,Susanne C. Hanke,Linda Moran,Siobhan Fallon,Michael Haneke,8461
,,,,,,,,,,Stefan Ruzowitzky,7862
,,,,,,,,,,Sergei Bodrov,12246
Jane Adong,Kitara Coldwell,Joshua Kyallo,Members of Acholi Tribe,,,,,,,Sean Fine,16666
,,,,,,,,,,Marco Schnabel,12177
,,,,,,,,,,Mike Nawrocki,15511
Michelle Morgan,Joshua Close,Shawn Roberts,Amy Lalonde,Joe Dinicol,Scott Wentworth,Philip Riccio,Chris Violette,Tatiana Maslany,Todd Schroeder,George A. Romero,13025
Jamie Bell,Sophia Myles,Ciarán Hinds,Claire Forlani,Jamie Sives,Maurice Roeves,Ewen Bremner,,,,David Mackenzie,2239
,,,,,,,,,,Mark Palansky,7985
,,,,,,,,,,Paulo Morelli,7343
Dylan Baker,Hank Azaria,Nick Nolte,Mark Ruffalo,Roy Scheider,Liev Schreiber,Jeffrey Wright,,,,Brett Morgen,28816
Eric Bana,Franka Potente,Marton Csokas,Kodi Smit-McPhee,Russell Dykstra,Jacek Koman,,,,,Richard Roxburgh,14066
,,,,,,,,,,Peter Godfrey,37300
,,,,,,,,,,Peter Joseph,13016
Anders Matthesen,Kim Mattheson,,,,,,,,,Thorbjørn Christoffersen,10797
,,,,,,,,,,Etgar Keret,6391
,,,,,,,,,,Dave Bullock,14011
L.L. Junior,László Szacsvay,Szabó Győző,Csaba Pindroch,Gábor Csőre,Dorka Gryllus,,,,,Áron Gauder,29004
,,,,,,,,,,Ethan Hawke,18586
,,,,,,,,,,Helen Hunt,13196
Nobuko Otowa,Taiji Tonoyama,Shinji Tanaka,Masanori Horimoto,,,,,,,Kaneto Shindô,3764
Jon Thor Birgisson,Georg Holm,Kjartan Sveinsson,Orri P. Dyrason,Hildur Ársælsdóttir,María Huld Markan Sigfúsdóttir,Edda Rún Ólafsdóttir,Sólrún Sumarliðadóttir,,,Dean DeBlois,14793
,,,,,,,,,,Barry Levinson,8944
Forest Whitaker,Julia Stiles,Peter Coyote,Jeremy Renner,Iddo Goldberg,Joanna Scanlan,Philip Jackson,,,,Baltasar Kormákur,15124
Sylvester Stallone,Robert Redford,Gene Hackman,Camilla Sparv,Karl Michael Vogler,Jim McMullan,Kathleen Crowley,Dabney Coleman,,,Michael Ritchie,33166
,,,,,,,,,,Michael Landon Jr.,45757
,,,,,,,,,,Brian Yuzna,28260
,,,,,,,,,,Bharat Nalluri,12178
Kate Beckinsale,Sam Rockwell,Michael Angarano,Olivia Thirlby,Amy Sedaris,Jeannetta Arnette,Griffin Dunne,Nicky Katt,Connor Paolo,Tom Noonan,David Gordon Green,14054
,,,,,,,,,,Ira Sachs,8060
Jon Huertas,Kyle Adahl,Nino Aldi,June Angela,Elizabeth Bogush,John Farley,Carolyn Hennesy,,,,Daniel Myrick,22551
,,,,,,,,,,H. Bruce Humberstone,43797
Doug Cooeyate,Tim Streeter,Sam Downey,Nyla McCarthy,Ray Monge,Robert Lee Pitchlynn,,,,,Gus Van Sant,383
Judy Marte,Paola Mendoza,Flaco Navaja,Dominic Colón,Edward O'Blenis,Adepero Oduye,,,,,Michael Skolnik,78307
,,,,,,,,,,Lionel Baier,12453
,,,,,,,,,,Ilmar Raag,28205
,,,,,,,,,,Christopher Nolan,155
,,,,,,,,,,John Ford,72608
Anna Karina,László Szabó,Jean-Pierre Léaud,Marianne Faithfull,Yves Afonso,Ernest Menzer,Kyôko Kosaka,,,,Jean-Luc Godard,29369
,,,,,,,,,,Michael Hoffman,29907
,,,,,,,,,,Aaron Katz,46883
Tom Burlinson,Richard Morgan,Judy Morris,,,,,,,,Simon Wincer,36527
Carol Block,Doug Block,Ellen Block,,,,,,,,Doug Block,79161
,,,,,,,,,,Alexander Gruszynski,18070
Adam Carolla,Oswaldo Castillo,Harold House Moore,Christopher Darga,Jonathan Hernandez,Heather Juergensen,,,,,Charles Herman-Wurmfeld,14014
,,,,,,,,,,Jeff Wadlow,8456
Jacques Vergès,,,,,,,,,,Barbet Schroeder,22521
,,,,,,,,,,Ido Haar,79156
,,,,,,,,,,Abel Gance,42536
Stephen Chow,Xu Jiao,张雨绮,Lam Tze-Chung,Lee Sheung-Ching,Huang Lei,Yao Wen-Xue,Steven Fung Min-Hang,Han Yong-Hua,Lei Yu,Stephen Chow,13688
,,,,,,,,,,Steven Brill,8457
Stephen Baldwin,Macha Grenon,Michael Ironside,Edward Yankie,Janet Kidder,,,,,,Marc S. Grenier,86792
,,,,,,,,,,Patricia Riggen,32579
Banlop Lomnoi,Sakda Kaewbuadee,Huai Dessom,Sirivech Jareonchon,Udom Promma,,,,,,Apichatpong Weerasethakul,11534
,,,,,,,,,,Anthony Hopkins,18633
,,,,,,,,,,Ishirô Honda,19333
Maurice Chevalier,Claudette Colbert,Miriam  Hopkins,Charles Ruggles,George Barbier,Hugh O'Connell,,,,,Ernst Lubitsch,31409
,,,,,,,,,,Agustín Díaz Yanes,13495
,,,,,,,,,,Greydon Clark,27323
Billie Piper,Luke Mably,Sam Troughton,Emma Catherwood,Chiké Okonkwo,Robert Goodman,,,,,David Smith,22060
,,,,,,,,,,Andrzej Wajda,511
,,,,,,,,,,Francis Ford Coppola,7797
Batzul Khayankhyarvaa,Tsetsegee Byamba,Banzar Damchaa,Tserendarizav Dashnyam,Dugarsuren Dagvadorj,Ehkhtaivan Uuriintuya,Namsrai Otgontogos,Gereisukh Otgon,,,Jessica Hope Woodworth,8093
,,,,,,,,,,Robert Luketic,8065
,,,,,,,,,,Noam Murro,12890
,,,,,,,,,,Adrian Shergold,15185
Paul Giamatti,Michelle Williams,Michael Pitt,Rusty Schwimmer,Robert Wisdom,Ann Wedgeworth,,,,,Julian Goldberger,44813
,,,,,,,,,,Ettore Scola,60612
Dreya Weber,Addie Yungmee,John Lee Ames,Andrew Ableson,Tony Horton,Robert Sean Burke,Amy Lemons,Allison Mackie,Tricia Small,,Ned Farr,31421
,,,,,,,,,,Isaac Florentine,24411
,,,,,,,,,,George Clooney,4942
,,,,,,,,,,Feng Xiaogang,14044
,,,,,,,,,,Shôhei Imamura,42143
Walter Matthau,Cris Campion,Damien Thomas,Olu Jacobs,Charlotte Lewis,Roy Kinnear,Roger Ashton-Griffiths,David Kelly,,,Roman Polanski,11483
Sho Aikawa,Kyōka Suzuki,Yui Ichikawa,Kôen Kondô,Atsuro Watabe,,,,,,Takashi Miike,36223
,,,,,,,,,,František Vláčil,25904
,,,,,,,,,,Kimberly Peirce,8988
,,,,,,,,,,Martin Scorsese,7944
Meryl Streep,Liu Ye,Peng Chi,Aidan Quinn,Blair Brown,Jodi Russell,Erick Avari,Taylor Schilling,Rob Campbell,,Chen Shi-Zheng,18031
Julia Barnett Tracy,Abby Epstein,Ina May Gaskin,Ricki Lake,,,,,,,Abby Epstein,18218
,,,,,,,,,,Miloš Forman,46982
Valeria Bertuccelli,Alejandro Urdapilleta,Julieta Cardinali,Rafael Ferro,Florencia Raggi,Sol Moreno,Jonathan Sandor,,,,Esteban Sapir,13317
Wood Moy,Marc Hayashi,Laureen Chew,Peter Wang,Presco Tabios,,,,,,Wayne Wang,14272
Smadar Sayar,Naama Schendar,Katia Zinbris,Ami Weinberg,,,,,,,Dalia Hager,28705
Zoltán Miklós Hajdu,Kyle Shewfelt,Gheorghe Dinică,Andor Lukáts,Oana Pellea,,,,,,Szabolcs Hajdu,35760
Ranbir Kapoor,Sonam Kapoor,Salman Khan,Rani Mukerji,Zohra Sehgal,Begum Para,,,,,Sanjay Leela Bhansali,16283
Tilda Swinton,Kate del Castillo,Aidan Gould,Bruno Bichir,Horacio Garcia Rojas,Gastón Manuel Peterson,Saul Rubinek,Jude Ciccolella,,,Erick Zonca,7351
,,,,,,,,,,Samuel Benchetrit,8281
,,,,,,,,,,Jacques Doillon,99339
César Troncoso,Virginia Méndez,Virginia Ruiz,Mario Silva,Jose Arce,Henry De Leon,Rosario Dos Santos,Nelson Lence,Hugo Blandamuro,,César Charlone,8267
,,,,,,,,,,Julien Maury,13312
,,,,,,,,,,Mark Levin,10488
Shawn Ashmore,Jonathan Tucker,Jena Malone,Laura Ramsey,Joe Anderson,,,,,,Carter Smith,11152
,,,,,,,,,,Grant Gee,15260
,,,,,,,,,,Jason Kohn,18181
,,,,,,,,,,Nicholas Stoller,9870
,,,,,,,,,,Daniel Waters,14424
,,,,,,,,,,Craig Mazin,11918
,,,,,,,,,,David Ayer,1266
Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,Marian Seldes,Maggie Moore,Richard Kind,Michael Cumpsty,Bill McHenry,Tzahi Moskovitz,Tom McCarthy,12473
,,,,,,,,,,Hayden Schlossberg,13335
,,,,,,,,,,Jan Kounen,8827
Isabelle Huppert,Jérémie Renier,Yannick Rénier,Patrick Descamps,Kris Cuppens,,,,,,Joachim Lafosse,12156
,,,,,,,,,,Lana Wachowski,7459
,,,,,,,,,,Shane Abbess,9997
Matthew Broderick,Virginia Madsen,Alan Alda,Jimmy Bennett,Louis C.K.,Jim True-Frost,Dylan Baker,Bobby Cannavale,,,Terry Kinney,28704
,,,,,,,,,,Anne Fontaine,38376
Jared Leto,Lindsay Lohan,Mark Lindsay Chapman,Mariko Takai,Ursula Abbott,Michael Sirow,Kate Higgins,Jeane Fournier,,,J.P. Schaefer,8319
,,,,,,,,,,Bud Yorkin,92299
,,,,,,,,,,Rob Minkoff,1729
Morgan Spurlock,,,,,,,,,,Morgan Spurlock,12179
Uma Thurman,Evan Rachel Wood,Eva Amurri Martino,Gabrielle Brennan,Brett Cullen,Oscar Isaac,Jack Gilpin,,,,Vadim Perelman,13079
,,,,,,,,,,Mekhi Phifer,24701
,,,,,,,,,,Mike Hodges,28131
,,,,,,,,,,David Leland,14324
,,,,,,,,,,Mike Leigh,10503
,,,,,,,,,,Larry Charles,13007
,,,,,,,,,,Steve Barker,9017
,,,,,,,,,,Andy Hurst,25119
,,,,,,,,,,Arunas Matelis,53196
Susan Sarandon,Ralph Fiennes,Peter Asher,Don Harvey,Chris Bauer,Monique Gabriela Curnen,April Yvette Thompson,Marilyn Torres,James Rebhorn,Dominick Dunne,Bob Balaban,38163
,,,,,,,,,,Garth Jennings,13258
,,,,,,,,,,Michael Blieden,14236
,,,,,,,,,,Arthur Lubin,13784
Boris Karloff,Bela Lugosi,Frances Drake,Frank Lawton,Beulah Bondi,Violet Kemble Cooper,Walter Kingsford,,,,Lambert Hillyer,27918
,,,,,,,,,,Robert Florey,28435
,,,,,,,,,,Sam Peckinpah,31604
Johnny Weissmuller,Maureen O'Sullivan,John Buckler,Benita Hume,William Henry,Herbert Mundin,E.E. Clive,Darby Jones,,,James C. McKay,38661
Johnny Weissmuller,Maureen O'Sullivan,Johnny Sheffield,Ian Hunter,Henry Stephenson,Frieda Inescort,Henry Wilcoxon,Laraine Day,Morton Lowry,Gavin Muir,Richard Thorpe,40044
Johnny Weissmuller,Maureen O'Sullivan,Johnny Sheffield,Reginald Owen,Barry Fitzgerald,Tom Conway,Philip Dorn,Cordell Hickman,,,Richard Thorpe,40214
,,,,,,,,,,Richard Thorpe,40045
,,,,,,,,,,Elia Kazan,1810
Petra Morzé,Andreas Patton,Hary Prinz,Susanne Wuest,Andreas Kiendl,Martina Zinner,Johannes Thanheiser,Dennis Cubic,Xenia Ferchner,Angelika Niedetzky,Götz Spielmann,47120
Josh Hamilton,Ayesha Dharker,Arjun Mathur,Larry Pine,Matt Smith,Asif Basra,,,,,John Jeffcoat,7861
,,,,,,,,,,Marcel Langenegger,13018
,,,,,,,,,,Michael McCullers,8780
,,,,,,,,,,Giuseppe Tornatore,10886
,,,,,,,,,,Tom DiCillo,13650
,,,,,,,,,,Raúl Ruiz,29291
Ben Stein,Richard Dawkins,William Dembski,Paul Zachary Myers,,,,,,,Nathan Frankowski,13359
Malú Tarrau Broche,Jorgito Miló Ávila,Luisa María Jiménez Rodríquez,Larisa Vega Alamar,Luis Alberto García,,,,,,Iraida Malberti Cabrera,26232
,,,,,,,,,,Nelson McCormick,8617
,,,,,,,,,,Hermine Huntgeburth,6967
,,,,,,,,,,Jon Favreau,1726
Ole Lemmeke,Udo Kier,Kirsti Eline Torhaug,Ole Ernst,Iben Hjejle,Niels Anders Thorn,Nikolaj Lie Kaas,,,,Anders Rønnow Klarlund,22194
,,,,,,,,,,Paul Weiland,10761
,,,,,,,,,,David Mamet,12400
,,,,,,,,,,Harmony Korine,16135
,,,,,,,,,,Henry Miller,14000
,,,,,,,,,,Melissa Martin,43664
,,,,,,,,,,Pierre Morel,8681
Cuba Gooding Jr.,Ray Liotta,Norman Reedus,Kim Coates,Tommy Flanagan,Jean Smart,,,,,Brian Smrz,16450
Juliette Binoche,Simon Iteanu,Fang Song,Hippolyte Girardot,Louise Margolin,Anna Sigalevitch,Flore Vannier-Moreau,,,,Hou Hsiao-hsien,12198
,,,,,,,,,,Tarsem Singh,14784
Ben Browder,Amanda Tapping,Christopher Judge,Michael Shanks,Beau Bridges,Claudia Black,Morena Baccarin,Tim Guinee,Julian Sands,Currie Graham,Robert C. Cooper,13001
Leelee Sobieski,Tricia Helfer,Lothaire Bluteau,Michael Eklund,Jacob Tierney,Michael Adamthwaite,Ross McMillan,Sarah Constible,,,Robert Cuffley,13412
,,,,,,,,,,James Keach,13162
,,,,,,,,,,Melisa Wallack,13243
,,,,,,,,,,Tommy O'Haver,13008
,,,,,,,,,,Tom Vaughan,9029
,,,,,,,,,,Jannik Johansen,15957
John White,Steve Talley,Christopher McDonald,Eugene Levy,Jake Siegel,Meghan Heffern,Jonathan Keltz,Bradford Anderson,Robbie Amell,Italia Ricci,Andrew Waller,8277
,,,,,,,,,,Harris Goldberg,17106
,,,,,,,,,,Alejandro Monteverde,12586
Claudio Bigagli,Galatea Ranzi,Michael Vartan,Lino Capolicchio,Constanze Engelbrecht,,,,,,Vittorio Taviani,41648
Claire Bloom,James Mason,Hildegard Knef,Geoffrey Toone,Hilde Sessak,Aribert Wäscher,Ernst Schröder,Dieter Krause,Karl John,Ljuba Welitsch,Carol Reed,3014
,,,,,,,,,,Carol Reed,43822
,,,,,,,,,,Michael Verhoeven,87541
Tommy Chong,Cheech Marin,Jay Leno,Bill Maher,Lou Adler,Peter Coyote,,,,,Josh Gilbert,16042
,,,,,,,,,,Andrew Adamson,2454
,,,,,,,,,,Joachim Trier,12197
Barbara Hale,Bobby Driscoll,Arthur Kennedy,Paul Stewart,Ruth Roman,Richard Benedict,James Nolan,,,,Ted Tetzlaff,32684
,,,,,,,,,,Randa Haines,25527
,,,,,,,,,,Jonah Markowitz,17483
Michael Clarke Duncan,Jennifer Esposito,Ron Livingston,Rob Schneider,Claudia Choi,Amanda Detmer,Missi Pyle,Cynthia Watros,John C. McGinley,,Craig Sheffer,14530
,,,,,,,,,,Stephen Walker,21182
,,,,,,,,,,Joshua Seftel,13191
,,,,,,,,,,Olli Saarela,38834
,,,,,,,,,,Gregory Wilson,15356
Ian Cheney,Curtis Ellis,Earl L. Butz,Michael Pollan,,,,,,,Aaron Woolf,15281
,,,,,,,,,,Steven Spielberg,217
Nick Stahl,Erika Christensen,Gavin Rossdale,Terry Crews,David Carradine,Leo Fitzpatrick,Adriano Aragon,Britt Delano,Chris Lerude,,Andrews Jenkins,13534
,,,,,,,,,,Cathy Randall,50700
,,,,,,,,,,Joseph L. Mankiewicz,85514
,,,,,,,,,,Dean Hamilton,10120
Wesley Willis,Steve Albini,,,,,,,,,Daniel Bitton,60676
Patti Smith,Jay Dee Daugherty,Flea,Philip Glass,Lenny Kaye,Sam Shepard,Benjamin Smoke,Michael Stipe,Tom Verlaine,Bob Dylan,Steven Sebring,22498
,,,,,,,,,,André De Toth,37481
Shelley Conn,Laura Fraser,Veena Sood,Ronny Jhutti,Art Malik,Raji James,Raad Rawi,Atta Yaqub,Zoe Henretty,Kathleen McDermott,Pratibha Parmar,12808
Ralph Arlyck,Sean Farrell,,,,,,,,,Ralph Arlyck,82437
,,,,,,,,,,George Cukor,43145
Noam Chomsky,Bill Baird,Flip Benham,,,,,,,,Tony Kaye,44260
Michel Blanc,Emmanuelle Béart,Sami Bouajila,Julie Depardieu,Johan Libéreau,Lorenzo Balducci,Alain Cauchi,Constance Dollé,,,André Téchiné,38282
,,,,,,,,,,Álex de la Iglesia,12245
,,,,,,,,,,Masayuki Ochiai,10885
,,,,,,,,,,Zak Penn,15378
,,,,,,,,,,Michael Patrick King,4564
Liv Tyler,Scott Speedman,Alex Fisher,Peter Clayton-Luce,Gemma Ward,Kip Weeks,Laura Margolis,Glenn Howerton,,,Bryan Bertino,10665
,,,,,,,,,,Tom Kalin,10822
Sylvester Stallone,Arnold Schwarzenegger,Chris Bell,Mark Bellinghaus,Mike Bell,,,,,,Chris Bell,13636
,,,,,,,,,,Jonathan Levine,9022
,,,,,,,,,,Tetsuya Nakashima,31512
Sean Cameron Michael,Christopher Adamson,Natalie Stone,Daniel Bonjour,Wittly Jourdan,Nick Everhart,,,,,Mark Atkins,14103
,,,,,,,,,,John Stevenson,9502
Reverend Billy,James Solomon Benn,Savitri Durkee,,,,,,,,Rob VanAlkemade,16117
,,,,,,,,,,Kazuo Hara,130639
,,,,,,,,,,Kazuo Hara,51929
,,,,,,,,,,Glauber Rocha,74349
,,,,,,,,,,Jay Roach,14050
,,,,,,,,,,Koen Mortier,14019
